index,tag,mask_name,mask_style,mask_path,distance,gxy,z0,ox,oy,splitn,spec,png,exr,duration_sec,attempts
1,b20260409_033055_001_multi_slit,mask_01_multi_slit,multi_slit,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_01_multi_slit.png,7.77244e-07,1.251e-08,5.477493e-06,1024,1024,14,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_001_multi_slit_3859150415.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_001_multi_slit_3859150415.exr,17.08,1
2,b20260409_033055_002_radial_spokes,mask_02_radial_spokes,radial_spokes,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_02_radial_spokes.png,1.37604e-06,1.9692e-08,9.978873e-06,1024,1024,12,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_002_radial_spokes_1374942353.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_002_radial_spokes_1374942353.exr,13.298,1
3,b20260409_033055_003_star_polygon,mask_03_star_polygon,star_polygon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_03_star_polygon.png,1.581785e-06,2.8798e-08,8.351551e-06,1024,1024,12,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_003_star_polygon_0193424979.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_003_star_polygon_0193424979.exr,14.819,1
4,b20260409_033055_004_ring_gap,mask_04_ring_gap,ring_gap,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_04_ring_gap.png,1.206066e-06,3.9514e-08,7.193539e-06,1024,1024,14,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_004_ring_gap_2202577947.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_004_ring_gap_2202577947.exr,17.469,1
5,b20260409_033055_005_polygon_aperture,mask_05_polygon_aperture,polygon_aperture,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_05_polygon_aperture.png,1.686934e-06,1.8301e-08,1.0130399e-05,1024,1024,14,tungsten,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_005_polygon_aperture_2467632095.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_005_polygon_aperture_2467632095.exr,39.114,1
6,b20260409_033055_006_crescent,mask_06_crescent,crescent,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_06_crescent.png,1.116241e-06,2.89e-08,3.992325e-06,1024,1024,11,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_006_crescent_1869829724.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_006_crescent_1869829724.exr,27.381,2
7,b20260409_033055_007_scratched_disc,mask_07_scratched_disc,scratched_disc,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_07_scratched_disc.png,1.32785e-06,3.6337e-08,4.710078e-06,1024,1024,13,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_007_scratched_disc_7701707331.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_007_scratched_disc_7701707331.exr,44.456,2
8,b20260409_033055_008_grid,mask_08_grid,grid,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_08_grid.png,7.67468e-07,2.872e-08,1.0855841e-05,1024,1024,12,amber,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_008_grid_6776634626.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_008_grid_6776634626.exr,26.096,1
9,b20260409_033055_009_offset_occlusion,mask_09_offset_occlusion,offset_occlusion,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_09_offset_occlusion.png,1.795665e-06,1.4593e-08,6.818518e-06,1024,1024,10,teal,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_009_offset_occlusion_1791501515.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_009_offset_occlusion_1791501515.exr,19.558,1
10,b20260409_033055_010_asymmetric_blades,mask_10_asymmetric_blades,asymmetric_blades,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_10_asymmetric_blades.png,8.21231e-07,2.5535e-08,9.572727e-06,1024,1024,12,cyan,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_010_asymmetric_blades_2215869581.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_010_asymmetric_blades_2215869581.exr,16.997,1
11,b20260409_033055_011_multi_slit,mask_11_multi_slit,multi_slit,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_11_multi_slit.png,8.66439e-07,3.1723e-08,5.748478e-06,1024,1024,9,green,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_011_multi_slit_6109043626.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_011_multi_slit_6109043626.exr,10.341,1
12,b20260409_033055_012_radial_spokes,mask_12_radial_spokes,radial_spokes,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_12_radial_spokes.png,9.43901e-07,4.1511e-08,1.0296135e-05,1024,1024,10,blue_soft,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_012_radial_spokes_9612837929.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_012_radial_spokes_9612837929.exr,9.683,1
13,b20260409_033055_013_star_polygon,mask_13_star_polygon,star_polygon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_13_star_polygon.png,1.092632e-06,4.0183e-08,5.142564e-06,1024,1024,12,purple,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_013_star_polygon_0372657099.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_013_star_polygon_0372657099.exr,19.018,1
14,b20260409_033055_014_ring_gap,mask_14_ring_gap,ring_gap,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_14_ring_gap.png,1.55287e-06,3.9232e-08,4.897013e-06,1024,1024,14,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_014_ring_gap_9801854433.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_014_ring_gap_9801854433.exr,20.466,1
15,b20260409_033055_015_polygon_aperture,mask_15_polygon_aperture,polygon_aperture,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_15_polygon_aperture.png,9.7704e-07,1.5903e-08,7.273443e-06,1024,1024,14,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_015_polygon_aperture_1724350129.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_015_polygon_aperture_1724350129.exr,45.648,1
16,b20260409_033055_016_crescent,mask_16_crescent,crescent,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_16_crescent.png,1.528626e-06,4.162e-08,6.85047e-06,1024,1024,12,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_016_crescent_1990189865.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_016_crescent_1990189865.exr,20.319,1
17,b20260409_033055_017_scratched_disc,mask_17_scratched_disc,scratched_disc,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_17_scratched_disc.png,1.830186e-06,2.5098e-08,5.846498e-06,1024,1024,9,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_017_scratched_disc_5345746837.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_017_scratched_disc_5345746837.exr,14.639,1
18,b20260409_033055_018_grid,mask_18_grid,grid,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_18_grid.png,1.23658e-06,2.805e-08,7.843346e-06,1024,1024,9,tungsten,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_018_grid_9566508544.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_018_grid_9566508544.exr,5.659,1
19,b20260409_033055_019_offset_occlusion,mask_19_offset_occlusion,offset_occlusion,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_19_offset_occlusion.png,7.41333e-07,2.0666e-08,1.0330823e-05,1024,1024,14,candle,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_019_offset_occlusion_8869717857.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_019_offset_occlusion_8869717857.exr,47.842,1
20,b20260409_033055_020_asymmetric_blades,mask_20_asymmetric_blades,asymmetric_blades,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_20_asymmetric_blades.png,1.487606e-06,2.5876e-08,3.80289e-06,1024,1024,10,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_020_asymmetric_blades_3631017334.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_020_asymmetric_blades_3631017334.exr,35.01,2
21,b20260409_033055_021_multi_slit,mask_21_multi_slit,multi_slit,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_21_multi_slit.png,9.01534e-07,1.2858e-08,7.896517e-06,1024,1024,12,amber,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_021_multi_slit_8382621789.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_021_multi_slit_8382621789.exr,8.44,1
22,b20260409_033055_022_radial_spokes,mask_22_radial_spokes,radial_spokes,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_22_radial_spokes.png,8.31029e-07,2.9962e-08,9.195219e-06,1024,1024,9,teal,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_022_radial_spokes_1039191760.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_022_radial_spokes_1039191760.exr,4.754,1
23,b20260409_033055_023_star_polygon,mask_23_star_polygon,star_polygon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_23_star_polygon.png,7.99684e-07,3.1643e-08,8.002373e-06,1024,1024,12,cyan,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_023_star_polygon_4505427635.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_023_star_polygon_4505427635.exr,19.316,1
24,b20260409_033055_024_ring_gap,mask_24_ring_gap,ring_gap,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_24_ring_gap.png,1.17302e-06,2.3714e-08,8.133682e-06,1024,1024,10,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_024_ring_gap_6342435532.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_024_ring_gap_6342435532.exr,13.66,2
25,b20260409_033055_025_polygon_aperture,mask_25_polygon_aperture,polygon_aperture,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_25_polygon_aperture.png,1.611901e-06,3.7627e-08,9.852088e-06,1024,1024,10,blue_soft,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_025_polygon_aperture_8995461972.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_025_polygon_aperture_8995461972.exr,13.002,1
26,b20260409_033055_026_crescent,mask_26_crescent,crescent,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_26_crescent.png,7.56459e-07,2.8533e-08,8.111448e-06,1024,1024,9,purple,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_026_crescent_6927568879.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_026_crescent_6927568879.exr,7.55,1
27,b20260409_033055_027_scratched_disc,mask_27_scratched_disc,scratched_disc,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_27_scratched_disc.png,1.237052e-06,3.0466e-08,3.762993e-06,1024,1024,14,white,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_027_scratched_disc_3104729273.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_027_scratched_disc_3104729273.exr,35.796,1
28,b20260409_033055_028_grid,mask_28_grid,grid,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_28_grid.png,1.792314e-06,2.5425e-08,1.1261589e-05,1024,1024,12,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_028_grid_5440793009.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_028_grid_5440793009.exr,10.829,1
29,b20260409_033055_029_offset_occlusion,mask_29_offset_occlusion,offset_occlusion,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_29_offset_occlusion.png,1.599664e-06,3.9723e-08,5.363936e-06,1024,1024,14,cool,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_029_offset_occlusion_2126036913.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_029_offset_occlusion_2126036913.exr,65.953,1
30,b20260409_033055_030_asymmetric_blades,mask_30_asymmetric_blades,asymmetric_blades,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_30_asymmetric_blades.png,1.307368e-06,1.6643e-08,8.846297e-06,1024,1024,10,daylight,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_030_asymmetric_blades_0874697730.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_030_asymmetric_blades_0874697730.exr,20.848,1
31,b20260409_033055_031_multi_slit,mask_31_multi_slit,multi_slit,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_31_multi_slit.png,7.72378e-07,3.397e-08,3.491327e-06,1024,1024,13,tungsten,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_031_multi_slit_9677360322.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_031_multi_slit_9677360322.exr,13.584,1
32,b20260409_033055_032_radial_spokes,mask_32_radial_spokes,radial_spokes,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_32_radial_spokes.png,8.85291e-07,2.6199e-08,6.621943e-06,1024,1024,10,warm,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_032_radial_spokes_0504036707.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_032_radial_spokes_0504036707.exr,15.563,2
33,b20260409_033055_033_star_polygon,mask_33_star_polygon,star_polygon,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_33_star_polygon.png,1.546695e-06,1.4276e-08,6.750546e-06,1024,1024,14,sunset,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_033_star_polygon_9331181084.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_033_star_polygon_9331181084.exr,43.383,1
34,b20260409_033055_034_ring_gap,mask_34_ring_gap,ring_gap,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_34_ring_gap.png,1.423772e-06,3.8355e-08,5.435158e-06,1024,1024,14,amber,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_034_ring_gap_7659162451.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_034_ring_gap_7659162451.exr,18.061,1
35,b20260409_033055_035_polygon_aperture,mask_35_polygon_aperture,polygon_aperture,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_35_polygon_aperture.png,1.239762e-06,3.6343e-08,1.0568425e-05,1024,1024,11,teal,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_035_polygon_aperture_6350648612.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_035_polygon_aperture_6350648612.exr,20.205,1
36,b20260409_033055_036_crescent,mask_36_crescent,crescent,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_36_crescent.png,8.75282e-07,1.8603e-08,8.12696e-06,1024,1024,13,cyan,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_036_crescent_1419286838.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_036_crescent_1419286838.exr,31.682,1
37,b20260409_033055_037_scratched_disc,mask_37_scratched_disc,scratched_disc,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_37_scratched_disc.png,1.691818e-06,2.7772e-08,3.926748e-06,1024,1024,9,green,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_037_scratched_disc_2332324082.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_037_scratched_disc_2332324082.exr,23.277,1
38,b20260409_033055_038_grid,mask_38_grid,grid,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\masks\mask_38_grid.png,8.49285e-07,3.808e-08,9.935217e-06,1024,1024,12,blue_soft,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_038_grid_7444750862.png,C:\Users\5080\Documents\GitHub\DiffractionGPU\source\generated_runs\batch_20260409_033055\outputs\out_b20260409_033055_038_grid_7444750862.exr,21.419,1
